Id,DistrictId,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_2_A,Ecology_3_A,Shops_2_A
3961,23.0,65.8329536451764,32.781260192155735,1.0,11,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,193398.61374915,0,0,0
57,35.0,46.76017688460839,29.82914715605585,6.0,4,9.0,1974.0,0.089039719,33,7976.0,5.0,900.0,0,11.0,203384.3280258776,0,0,0
1699,9.0,78.9361644571503,65.27698614376342,1.0,8,7.0,1977.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,226206.96243502828,0,0,0
7679,23.0,55.521797407031706,32.781260192155735,0.0,3,4.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,93217.7529240404,0,0,0
3736,157.5,56.71277142064889,36.45406385517439,7.0,6,5.0,1956.0,0.050272014,21,4231.0,12.5,1020.0,0,3.0,299177.50263524376,0,0,0
10954,119.0,32.99499423527054,17.717022189890667,5.0,4,5.0,1963.0,0.033493708,66,10573.0,1.0,1230.0,3,8.0,158611.39437663936,0,0,0
7161,129.0,80.91644470821366,52.86178492766021,8.0,2,5.0,1961.0,0.020741326,24,5613.0,5.0,1230.0,2,5.0,308656.41967736284,0,0,0
8576,4.0,53.17979115459322,50.64379669225085,5.0,5,12.0,1976.0,0.042031587,37,6856.0,12.5,1230.0,2,5.0,308108.23387345177,0,0,0
3486,62.0,33.07180726663486,22.237242127160783,6.0,2,9.0,1979.0,0.037177818,52,11217.0,1.0,1230.0,1,7.0,154480.96795636456,0,0,0
9024,6.0,79.79076199740489,32.781260192155735,1.0,16,1.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,193595.8005105045,0,0,0
8007,157.5,44.57722076629535,31.53370069059577,5.0,3,5.0,1969.0,0.081943463,20,2738.0,12.5,900.0,1,4.0,301309.74408345786,0,0,0
6728,37.0,99.15406269149317,65.27698614376342,9.0,18,22.0,1985.0,0.127811589,28,7287.0,5.0,590.0,1,3.0,362108.4338133904,0,0,0
6186,1.0,62.00607852861632,32.781260192155735,1.0,7,1.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,197006.1241876457,0,0,0
12307,60.0,40.0649141598976,38.73328804612138,8.0,13,14.0,1974.0,0.007658515,35,7077.0,12.5,1230.0,3,13.5,160810.5466807867,0,0,0
5474,111.0,63.79106395448328,40.75758734473419,10.0,16,22.0,2006.0,0.093442564,23,4635.0,5.0,1230.0,2,4.0,91594.31553801152,0,0,0
9629,124.0,78.27522650652459,58.33087559633692,6.0,9,9.0,1953.0,0.16909109,19,3856.0,10.0,900.0,2,5.0,387904.1363197119,0,0,0
12774,157.0,62.747509162160966,28.19681269651848,8.0,5,10.0,1956.0,0.0,30,7538.0,12.5,1230.0,5,5.0,392029.7045148854,0,0,0
15626,138.0,36.32188410854477,21.862420785820184,5.0,2,9.0,1973.0,0.195781053,23,5212.0,6.0,900.0,3,2.0,165911.1630485483,0,0,0
9480,37.0,57.55610181479205,32.830743185442394,8.0,6,16.0,1982.0,0.232205084,24,4860.0,1.0,590.0,0,3.0,254688.11688666075,0,0,0
1414,147.0,37.83656091122346,21.208419887190505,9.0,11,14.0,1973.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,198633.62900969788,0,0,0
1849,66.0,42.01979508688624,21.14737194085171,13.0,4,5.0,1965.0,0.111627393,50,12238.0,8.0,1230.0,2,3.0,180450.68204402085,0,0,0
16780,42.0,40.89352700876577,18.251862358875485,10.0,4,24.0,2007.0,0.158249043,21,5731.0,0.0,900.0,1,0.0,171531.56915459645,0,0,0
16752,1.0,79.07867281708461,32.781260192155735,1.0,2,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,200932.350329152,0,0,0
2304,94.0,35.562393798612455,17.52672637150672,7.0,8,9.0,1972.0,0.282797669,33,8667.0,2.0,900.0,0,6.0,170703.8672587651,0,0,0
6846,27.0,52.08443546914479,32.781260192155735,6.0,13,17.0,1977.0,0.072157581,2,629.0,1.0,900.0,0,0.0,155463.0920325192,0,0,1
10593,41.0,87.92496243252934,44.98482359836896,12.0,13,14.0,2013.0,0.175054867,36,10055.0,3.0,900.0,1,0.0,202696.04613505164,0,0,0
2556,23.0,43.04351178074749,32.781260192155735,1.0,8,25.0,2014.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,124902.5557874368,0,0,0
3849,23.0,44.669037850982335,32.781260192155735,1.0,5,17.0,1977.0,0.014072961,2,475.0,0.0,900.0,0,0.0,80356.31884143525,0,0,0
11630,58.0,30.961867784280063,15.168643858942186,6.0,3,12.0,1973.0,0.31019913,11,2748.0,1.0,900.0,0,0.0,117941.28675294651,0,0,0
3992,1.0,87.20062463308382,65.27698614376342,0.0,21,22.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,300180.3656688172,0,0,0
8364,63.0,41.27553778947208,23.06457716025959,8.0,4,12.0,1983.0,0.23861713,26,3889.0,6.0,705.0,3,6.0,181842.46125624425,0,0,0
14385,75.0,47.5445205838825,21.48471354712696,8.0,7,17.0,1979.0,0.050755569,24,5469.0,1.0,590.0,0,1.0,250434.86992014808,0,0,0
5661,147.0,75.49491995109061,49.02885620577228,7.0,7,12.0,1966.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,392029.7045148854,0,0,0
3157,81.0,90.62047287074104,62.28324321665264,8.0,7,10.0,1960.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,392029.7045148854,0,0,0
3585,110.0,55.681776413210144,32.43445241809937,8.0,12,12.0,1995.0,0.033493708,66,10573.0,1.0,1230.0,3,8.0,223528.9825796605,0,0,0
3524,6.0,38.50640717439108,32.781260192155735,1.0,9,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,128959.85248764248,0,0,0
13726,27.0,47.55769126377293,22.68232127479575,1.0,16,1.0,1977.0,0.017647053,2,469.0,0.0,900.0,0,0.0,130190.64357920544,0,0,0
5643,9.0,36.47008559970377,20.80264547481964,9.0,5,12.0,2008.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,144224.82073375766,0,0,0
1140,45.0,40.17818859271135,19.442491727110763,9.0,10,12.0,1968.0,0.014423114,19,3806.0,4.0,900.0,0,3.0,211360.70205978784,0,0,0
9393,23.0,37.36522922830802,32.781260192155735,1.0,3,3.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,91945.04570153714,0,0,0
7381,5.0,45.08810816541614,27.268514558279524,6.0,3,9.0,1971.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,228628.22570789303,0,0,0
11983,5.0,56.58182521155618,30.242432189590268,8.0,6,14.0,1977.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,298194.5131791228,0,0,0
11771,45.0,38.46727580065075,39.624493099202034,1.0,11,9.0,1977.0,0.195781053,23,5212.0,6.0,900.0,3,2.0,247440.53060064916,0,0,0
16429,57.0,64.86981283880701,63.55496139752924,8.0,6,9.0,1977.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,291872.4137006557,0,0,1
2286,99.0,47.304765674086,28.737214919513068,6.0,9,9.0,1972.0,0.012338886,35,5776.0,1.0,1230.0,2,4.0,188832.70553528785,0,0,0
13235,77.0,38.50541669818168,25.63626519010819,7.0,12,12.0,1977.0,6.99893e-05,46,10309.0,1.0,590.0,1,13.5,174776.0316673406,0,0,0
7285,5.0,34.1855157858216,24.583011922154284,5.0,2,5.0,1968.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,144605.50562142633,0,0,0
11919,11.0,40.531647898498285,21.9670204784869,10.0,12,16.0,1982.0,0.0001696759999999,36,5992.0,0.0,900.0,1,1.0,165302.1305422592,0,0,0
11507,61.0,52.67851029749587,33.43406350618041,8.0,12,17.0,2003.0,0.300322518,52,10311.0,6.0,900.0,1,9.0,295873.5506603369,0,0,0
4758,23.0,65.19410456757899,32.781260192155735,1.0,4,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,158591.79176787275,0,0,0
897,111.0,98.30504001612388,63.95227439055778,14.0,3,17.0,2003.0,0.135649789,46,7960.0,6.0,590.0,3,11.0,392029.7045148854,0,0,0
10807,120.0,58.96424457585272,39.54078470321807,6.0,6,9.0,1976.0,0.341071945,27,5664.0,12.5,1230.0,3,11.0,86480.95622349638,0,0,0
12537,1.0,45.73443867453378,32.781260192155735,1.0,21,4.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,179032.66611623476,0,0,0
4439,121.0,59.84001604528271,32.781260192155735,0.0,22,1.0,1977.0,0.212515361,19,3293.0,12.5,628.0,3,7.0,305673.9362067691,0,0,0
13616,27.0,37.34050780705346,37.02463055813804,10.0,8,17.0,2017.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,108540.77296972286,0,0,0
16163,101.0,51.88510468106382,34.02489830961289,9.0,9,12.0,1968.0,0.225824954,41,6558.0,7.0,1230.0,3,2.0,230372.6610038333,1,0,0
12715,101.0,44.83212460780064,27.25056326142168,5.0,4,5.0,1964.0,0.225824954,41,6558.0,7.0,1230.0,3,2.0,177535.3737452566,1,0,0
2357,32.0,31.828479974777355,15.222565328396248,5.0,5,5.0,1972.0,0.135649789,46,7960.0,6.0,590.0,3,11.0,170343.755036283,0,0,0
15484,21.0,41.49833922721908,22.398630947757265,8.0,3,14.0,1991.0,0.194489265,47,8004.0,3.0,590.0,3,5.0,165446.79634548828,0,0,0
12339,23.0,47.48558464875349,32.781260192155735,0.0,5,3.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,126602.6739815092,0,0,0
16695,23.0,36.93154472981459,32.781260192155735,1.0,8,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,123225.90337009088,0,0,0
14717,21.0,37.57287309620049,23.111218325267465,6.0,5,6.0,1962.0,0.034331497,25,5487.0,3.0,900.0,0,4.0,178032.89265551206,0,0,0
13145,58.0,49.87163719238979,31.12761470934172,6.0,3,9.0,1969.0,0.1489038909999999,9,1952.0,1.0,1230.0,3,2.0,152555.76054157945,0,0,0
7028,111.0,54.39289966861579,30.7920767153382,8.0,15,17.0,1990.0,0.0,36,6714.0,2.0,1230.0,0,2.0,214439.61236821147,0,0,0
6392,27.0,49.02974651193822,32.781260192155735,0.0,17,25.0,2016.0,0.072157581,2,629.0,1.0,900.0,0,0.0,138397.35712228325,0,0,1
13343,74.0,79.93766464272322,65.27698614376342,1.0,8,21.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,226808.7471681844,0,0,0
15456,140.0,47.78159524753983,30.780010059740327,5.0,4,5.0,1960.0,0.23861713,26,3889.0,6.0,705.0,3,6.0,204610.6486302805,0,0,0
12734,23.0,79.54106882647676,46.14640658027075,12.0,7,17.0,2011.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,145255.444043028,0,0,0
2497,6.0,80.98307746964342,49.86671383605175,12.0,17,17.0,2011.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,212387.35341070392,0,0,0
4496,7.0,73.44184771327531,46.42188931761016,9.0,8,16.0,2012.0,0.130617806,39,10418.0,9.0,900.0,1,9.0,199179.72589465068,0,0,0
9544,46.0,36.136757233069375,21.140933803727336,5.0,3,5.0,1968.0,0.0,47,11319.0,0.0,1145.0,3,5.0,173393.07096786812,0,0,0
12997,4.0,75.12838929239344,52.754245789960834,8.0,9,9.0,1956.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,392029.7045148854,0,0,0
13189,11.0,46.83267904056476,28.48489134073225,6.0,7,9.0,1974.0,0.0001696759999999,36,5992.0,0.0,900.0,1,1.0,210486.25913632664,0,0,0
8871,91.0,31.6916566544536,20.10851734581756,5.0,1,5.0,1965.0,0.000995363,42,7651.0,1.0,900.0,1,5.0,140029.71954866382,0,0,0
14497,30.0,80.82081357532594,32.781260192155735,10.0,3,3.0,2016.0,7.81528e-05,22,6398.0,12.5,1046.0,3,13.5,187612.01071040452,0,0,0
8746,0.0,65.75625669498976,46.31415111007102,6.0,2,9.0,1969.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,293122.5288732056,0,0,0
13875,20.0,28.438793880976228,32.51402129469755,6.0,6,10.0,2014.0,0.019508796,37,7687.0,11.0,590.0,5,5.0,199248.11437562987,0,0,0
12321,33.0,44.4172364098396,32.781260192155735,0.0,7,5.0,1977.0,0.236108458,16,3893.0,12.5,900.0,3,10.0,240274.79503573853,0,0,0
5720,27.0,66.57716253070629,32.781260192155735,1.0,10,17.0,1977.0,0.017647053,2,469.0,0.0,900.0,0,0.0,187907.0671551425,0,0,0
10773,77.0,79.1958250694062,44.42106238405697,10.0,16,17.0,1984.0,0.298204575,16,4048.0,3.0,900.0,1,3.0,322048.43399028893,0,0,0
13232,23.0,61.42259578595206,60.242931325402,1.0,14,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,162052.06450784186,0,0,0
5594,23.0,102.08924188493728,32.781260192155735,1.0,16,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,245260.2310071209,0,0,0
7944,23.0,62.485260284906616,32.781260192155735,1.0,23,25.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,166176.55791809937,0,0,0
2881,85.0,72.12006654074001,47.89626152927641,10.0,9,16.0,1982.0,0.037177818,52,11217.0,1.0,1230.0,1,7.0,290525.2235739356,0,0,0
5112,6.0,63.59173987343626,1.6776461714428557,10.0,17,17.0,2014.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,174741.9980609786,0,0,0
12709,6.0,65.22453290111818,32.781260192155735,0.0,15,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,173654.55177500538,0,0,0
16102,17.0,38.59578191593378,19.418503519165064,10.0,14,12.0,1966.0,0.0,18,3374.0,5.0,620.0,1,2.0,202533.9706436298,0,0,0
11018,56.0,67.42451318833426,42.97265260262725,8.0,2,16.0,1982.0,0.035145267,42,9292.0,3.0,1230.0,0,3.0,334325.6439923818,0,0,0
739,84.0,102.08924188493728,65.27698614376342,9.0,4,5.0,1961.0,0.149666373,22,4789.0,2.0,1230.0,4,1.0,392029.7045148854,0,0,0
14634,137.0,72.0007584897108,47.96742970922905,7.0,17,16.0,1981.0,0.200146802,23,3975.0,8.0,770.0,2,0.0,381975.5122369781,0,0,0
6119,67.0,48.426216762076976,28.11000461078257,5.0,3,9.0,1978.0,0.0077202819999999,38,4788.0,2.0,900.0,0,4.0,219765.0281427781,0,0,0
1037,48.0,62.34636249335721,46.48336522413434,6.0,2,12.0,1982.0,0.041124634,46,9515.0,5.0,900.0,1,10.0,296954.4462646551,0,0,0
3794,143.0,53.0697058876927,30.643958259061694,10.0,7,16.0,1978.0,0.049863387,18,3746.0,9.0,590.0,3,1.0,372616.4560178341,0,0,0
5041,66.0,41.67841816722965,23.57421278293053,9.0,5,14.0,1973.0,0.111627393,50,12238.0,8.0,1230.0,2,3.0,208885.9089987704,0,0,0
810,11.0,40.27664954105588,20.699972288693687,7.0,9,9.0,1979.0,0.038692987,28,6533.0,1.0,1015.0,2,5.0,157759.0265475383,0,0,0
8800,23.0,29.706031166139358,32.781260192155735,0.0,5,12.0,1977.0,0.034656082,0,168.0,0.0,900.0,0,0.0,60502.58349957876,0,0,0
15914,63.0,43.98014287359924,29.57674089257892,5.0,6,12.0,1971.0,0.23861713,26,3889.0,6.0,705.0,3,6.0,254391.27332749648,0,0,0
8261,57.0,40.945753903743096,22.586388366420973,9.0,8,16.0,1979.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,183295.1326478005,0,0,1
4218,88.0,42.61479742870434,32.781260192155735,10.0,13,20.0,2015.0,0.127375905,43,8429.0,3.0,900.0,3,9.0,221782.00220471376,0,0,0
16407,31.0,35.461751545834545,19.262116728102672,6.0,2,5.0,1961.0,0.151346216,32,5889.0,10.0,830.0,4,1.0,183658.92522643995,0,1,0
9509,9.0,60.90017774572223,57.196914423384726,1.0,2,11.0,1977.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,166221.47021029654,0,0,0
5284,27.0,102.08924188493728,65.27698614376342,13.0,8,12.0,2015.0,0.072157581,2,629.0,1.0,900.0,0,0.0,221374.05729278224,0,0,1
15522,21.0,52.73715017140847,31.98723385641848,8.0,11,17.0,1993.0,0.194489265,47,8004.0,3.0,590.0,3,5.0,208896.49584913743,0,0,0
15714,5.0,61.13602305790987,38.54142500622672,7.0,10,9.0,1976.0,0.150817539,16,3433.0,4.0,1230.0,4,5.0,298947.3227421746,0,0,0
6745,6.0,50.761798029086144,32.781260192155735,1.0,4,1.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,137820.11589642215,0,0,0
9529,1.0,41.75375025485239,32.781260192155735,1.0,15,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,135630.04564263002,0,0,0
3578,11.0,46.88051184685202,26.398784189550003,5.0,7,5.0,1966.0,0.038692987,28,6533.0,1.0,1015.0,2,5.0,189473.4638535456,0,0,0
5402,27.0,98.64940403081155,65.27698614376342,1.0,3,1.0,2019.0,0.072157581,2,629.0,1.0,900.0,0,0.0,294689.6147935343,0,0,1
15216,53.0,59.26241529167685,37.20327055790678,10.0,11,17.0,2016.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,308901.3520000765,0,0,0
13744,157.5,71.97240857078397,47.22220255570954,7.0,9,12.0,1991.0,0.007658515,35,7077.0,12.5,1230.0,3,13.5,392029.7045148854,0,0,0
8423,96.0,41.88884542071197,22.447228441092086,8.0,10,14.0,1995.0,0.041116354,53,14892.0,4.0,900.0,1,4.0,174939.5373207675,0,0,0
11249,157.5,102.08924188493728,63.51612091224393,12.0,6,16.0,1997.0,0.0,33,7425.0,1.0,900.0,2,5.0,392029.7045148854,0,0,0
16007,53.0,73.63578631797326,44.882855280678456,7.0,12,12.0,1981.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,375533.6643054875,0,0,0
10703,78.0,45.854822033845366,40.112190216663,10.0,17,24.0,2009.0,0.092290642,21,4346.0,2.0,590.0,1,2.0,212021.2582513829,0,0,0
6962,27.0,44.01666960789737,27.889288417651173,5.0,3,5.0,1975.0,0.211401214,9,1892.0,0.0,900.0,0,1.0,122017.66964650506,0,0,0
10626,44.0,38.44138160729067,20.450657961053672,9.0,11,12.0,1972.0,0.036122292,24,4378.0,0.0,1036.0,1,1.0,203275.6843611061,0,0,0
12719,53.0,57.92193179996679,37.71408817310501,10.0,11,24.0,2019.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,346494.28358580195,0,0,0
12947,53.0,56.02334207717214,32.781260192155735,0.0,14,0.0,1977.0,0.049637257,34,7759.0,0.0,590.0,1,3.0,247074.56483183,0,0,0
10529,157.5,45.37842417454849,30.651800602374987,6.0,5,4.0,1977.0,0.246623602,14,2940.0,12.5,900.0,3,6.0,352139.6440888416,0,0,0
2043,77.0,66.59464150090795,49.46424006065722,6.0,14,12.0,1976.0,6.99893e-05,46,10309.0,1.0,590.0,1,13.5,238561.87098655148,0,0,0
6556,111.0,57.65836071930564,30.79083454609429,9.0,12,21.0,2010.0,0.093442564,23,4635.0,5.0,1230.0,2,4.0,392029.7045148854,0,0,0
12870,2.0,35.33494896234025,22.146378173439302,5.0,2,5.0,1968.0,0.309479124,35,7715.0,4.0,990.0,0,6.0,158806.98113840097,0,0,0
7682,9.0,79.8304393653747,48.26503036322548,10.0,5,14.0,1993.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,246800.1553129698,0,0,0
9880,27.0,48.17595936327145,20.282927821240865,16.0,2,14.0,2011.0,0.051815435,5,1227.0,0.0,900.0,0,0.0,131073.65850509165,0,0,0
13146,74.0,46.44971085686901,32.781260192155735,0.0,6,0.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,168705.45014826118,0,0,0
12868,73.0,60.923521797016726,39.4872032056718,7.0,9,16.0,2007.0,0.042031587,37,6856.0,12.5,1230.0,2,5.0,392029.7045148854,0,0,0
6782,45.0,5.586264180189367,5.25727846885224,1.0,3,1.0,1977.0,0.195781053,23,5212.0,6.0,900.0,3,2.0,392029.7045148854,0,0,0
16418,9.0,77.69953552967476,32.781260192155735,1.0,4,1.0,1977.0,0.161531741,25,5648.0,1.0,590.0,2,4.0,228956.20490209232,0,0,0
11805,6.0,42.73088405699087,32.781260192155735,1.0,17,17.0,1977.0,0.243204519,5,1564.0,0.0,590.0,0,0.0,129409.39379445463,0,0,0
15252,23.0,54.42906662438479,32.781260192155735,0.0,4,9.0,1977.0,0.014072961,2,475.0,0.0,900.0,0,0.0,106429.78223028067,0,0,0
10005,58.0,44.99512991661189,47.483236135812405,0.0,3,2.0,2019.0,0.43788524,23,5735.0,3.0,1084.0,0,5.0,106866.24874556783,0,0,0
2426,0.0,33.23785681524543,21.76183015630745,7.0,5,9.0,1971.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,162322.78401128948,0,0,0
14492,0.0,62.96215577391354,37.043238253777616,10.0,10,22.0,2007.0,0.319809354,25,4756.0,12.5,1230.0,5,8.0,334328.5902203312,0,0,0
8378,21.0,53.965898978287726,31.079694202425788,8.0,19,17.0,1995.0,0.034331497,25,5487.0,3.0,900.0,0,4.0,271788.0071933646,0,0,0
4427,74.0,91.9731043755259,50.89031824854676,14.0,17,23.0,2010.0,0.371148999,34,7065.0,1.0,750.0,2,5.0,383841.928038505,0,0,0
455,70.0,72.74561437112334,44.34744174205871,8.0,18,22.0,1982.0,0.002211665,39,7614.0,3.0,900.0,1,5.0,392029.7045148854,0,0,1
10083,1.0,85.84933953218057,32.781260192155735,1.0,6,17.0,1977.0,0.007122317,1,264.0,0.0,900.0,0,1.0,306428.78625142964,0,0,0
11251,22.0,38.70469772701925,21.99360966996288,10.0,9,22.0,1991.0,0.133215333,49,11395.0,3.0,1230.0,3,4.0,215837.93518619105,0,0,1
15794,23.0,84.11329772859439,32.781260192155735,1.0,2,17.0,1977.0,0.075778755,6,1437.0,3.0,900.0,0,2.0,187489.9514196116,0,0,0
